ttr_score,hapax_ratio,zipf_alpha,lora_r,learning_rate,dropout,val_loss
0.264,0.389,1.388,32,0.000422,0.268,1.4938
0.535,0.345,1.782,8,0.000115,0.148,1.5163
0.473,0.386,1.847,4,2.8e-05,0.248,2.0323
0.21,0.163,1.265,8,4.8e-05,0.201,4.0
0.136,0.164,1.585,4,5.6e-05,0.257,4.0
0.458,0.678,1.181,64,0.00067,0.155,1.5109
0.295,0.688,1.851,32,3.3e-05,0.246,4.0
0.483,0.356,1.73,4,0.000278,0.283,1.9639
0.323,0.573,1.222,16,0.00015,0.043,1.6834
0.273,0.493,1.624,16,2.2e-05,0.299,4.0
0.326,0.17,1.509,32,3.4e-05,0.222,4.0
0.474,0.278,1.259,32,3.7e-05,0.172,1.4088
0.551,0.288,1.893,16,2.3e-05,0.298,1.7715
0.125,0.457,1.148,64,0.000371,0.05,1.0303
0.362,0.448,1.467,64,4.2e-05,0.194,2.6842
0.116,0.654,1.583,4,0.000117,0.056,3.5462
0.334,0.574,1.824,32,0.000298,0.153,1.4545
0.543,0.614,1.15,16,0.000866,0.012,2.6176
0.281,0.635,1.609,32,0.000661,0.103,1.6377
0.566,0.581,1.007,16,2.7e-05,0.262,1.5089
0.415,0.3,1.823,16,0.000614,0.228,1.3469
0.567,0.229,1.235,4,0.000492,0.119,1.6248
0.479,0.443,1.721,32,1.1e-05,0.051,4.0
0.152,0.514,1.602,64,0.000588,0.019,1.9167
0.216,0.332,1.05,32,0.000117,0.286,1.7882
0.297,0.609,1.183,16,2.4e-05,0.13,4.0
0.185,0.676,1.268,64,0.000979,0.216,1.586
0.347,0.442,1.887,16,4.2e-05,0.272,2.5514
0.336,0.374,1.481,32,2.4e-05,0.221,4.0
0.578,0.606,1.914,16,2.2e-05,0.141,1.2675
0.317,0.115,1.047,8,0.000113,0.111,1.3179
0.493,0.177,1.007,64,2.2e-05,0.262,3.0462
0.571,0.607,1.948,4,0.00011,0.096,1.8208
0.538,0.539,1.724,8,0.000298,0.098,1.8285
0.204,0.35,1.783,16,0.000789,0.227,1.4066
0.348,0.633,1.916,32,5.4e-05,0.176,1.7733
0.274,0.311,1.985,16,0.000895,0.128,1.2302
0.3,0.48,1.098,4,0.00095,0.135,2.0464
0.28,0.481,1.158,32,0.00015,0.175,1.0399
0.513,0.211,1.189,64,4e-05,0.131,1.0882
0.326,0.271,1.818,64,0.000508,0.095,1.7552
0.362,0.65,1.356,16,1.3e-05,0.272,4.0
0.591,0.21,1.593,8,7.6e-05,0.152,1.745
0.13,0.204,1.855,32,0.000185,0.06,0.9234
0.344,0.388,1.683,8,0.000918,0.049,1.6426
0.487,0.155,1.065,16,0.000246,0.086,1.9916
0.176,0.637,1.446,32,2.9e-05,0.296,4.0
0.406,0.16,1.068,64,0.000509,0.277,2.047
0.22,0.47,1.479,64,0.000207,0.028,1.4467
0.534,0.304,1.219,16,0.000536,0.025,1.8449
0.264,0.583,1.001,32,0.000246,0.115,1.5488
0.265,0.454,1.813,16,5e-05,0.154,3.7788
0.399,0.333,1.969,64,1.7e-05,0.091,4.0
0.192,0.69,1.964,4,0.000242,0.197,0.5598
0.242,0.14,1.299,8,2.5e-05,0.129,4.0
0.308,0.447,1.829,16,1.4e-05,0.161,4.0
0.277,0.694,1.679,4,3.9e-05,0.084,4.0
0.362,0.515,1.8,64,4.3e-05,0.021,2.9269
0.4,0.544,1.846,16,0.000966,0.208,1.0424
0.383,0.119,1.98,64,0.000134,0.218,1.9236
0.427,0.113,1.152,64,0.000955,0.142,1.3258
0.254,0.122,1.77,16,0.000351,0.259,1.4849
0.163,0.695,1.734,4,9.7e-05,0.092,3.124
0.48,0.688,1.288,16,3.7e-05,0.217,1.5011
0.525,0.301,1.393,64,2.8e-05,0.174,1.7065
0.229,0.275,1.177,32,2.9e-05,0.129,4.0
0.304,0.188,1.913,64,0.000528,0.064,1.8065
0.349,0.297,1.879,16,6.2e-05,0.198,1.1786
0.367,0.322,1.614,4,8e-05,0.048,1.1801
0.43,0.549,1.512,64,0.000172,0.218,1.734
0.121,0.62,1.233,4,1.3e-05,0.064,4.0
0.461,0.548,1.79,4,8.9e-05,0.005,1.7907
0.131,0.488,1.008,8,1.1e-05,0.091,4.0
0.334,0.56,1.463,4,0.000309,0.259,1.7482
0.514,0.543,1.861,64,1.1e-05,0.009,4.0
0.326,0.385,1.618,64,0.000257,0.019,1.8193
0.175,0.302,1.635,16,2.5e-05,0.16,4.0
0.593,0.27,1.071,16,0.000422,0.001,1.9918
0.545,0.508,1.287,4,4.3e-05,0.192,1.261
0.486,0.676,1.674,32,0.000644,0.187,1.259
0.306,0.449,1.05,64,0.0003,0.066,1.5418
0.192,0.648,1.331,4,2.6e-05,0.131,4.0
0.571,0.109,1.354,16,0.000588,0.23,1.9965
0.366,0.577,1.499,64,1.1e-05,0.06,4.0
0.526,0.612,1.362,8,0.000174,0.181,2.0301
0.271,0.479,1.454,16,0.000481,0.132,1.6876
0.268,0.66,1.547,8,1.8e-05,0.118,4.0
0.593,0.454,1.128,64,1.2e-05,0.099,3.7451
0.361,0.244,1.18,32,0.000599,0.163,1.7418
0.17,0.229,1.833,4,3.9e-05,0.075,4.0
0.21,0.434,1.46,4,0.000214,0.191,1.0
0.341,0.644,1.355,32,0.000473,0.034,2.1678
0.121,0.143,1.434,4,1.7e-05,0.258,4.0
0.331,0.463,1.175,4,5.7e-05,0.229,2.0698
0.309,0.562,1.24,8,0.000284,0.125,1.7308
0.49,0.169,1.516,4,1.4e-05,0.053,4.0
0.277,0.17,1.359,8,0.000314,0.119,1.5324
0.591,0.32,1.475,4,0.000577,0.202,1.8
0.19,0.264,1.15,4,0.000389,0.11,1.4634
0.395,0.219,1.156,16,3e-05,0.025,3.8487
0.145,0.219,1.384,32,0.000476,0.033,1.0441
0.467,0.178,1.379,16,0.00024,0.209,2.1255
0.597,0.467,1.883,4,0.000312,0.257,1.4663
0.51,0.513,1.033,8,0.000313,0.249,2.1808
0.378,0.522,1.993,4,7.9e-05,0.223,0.686
0.342,0.419,1.957,64,0.000634,0.228,2.0468
0.518,0.672,1.542,64,1.8e-05,0.294,3.5262
0.568,0.628,1.719,64,0.000827,0.047,2.4208
0.595,0.675,1.935,64,1e-05,0.164,4.0
0.298,0.333,1.251,4,0.000344,0.079,1.6332
0.595,0.627,1.316,64,2.4e-05,0.069,1.7716
0.178,0.558,1.111,32,1.3e-05,0.123,4.0
0.227,0.304,1.564,4,0.0001,0.101,1.6699
0.145,0.164,1.159,16,0.000107,0.196,3.031
0.236,0.51,1.931,4,0.000217,0.124,0.7372
0.484,0.182,1.432,8,0.000155,0.086,1.8396
0.526,0.276,1.92,32,1.2e-05,0.025,4.0
0.489,0.4,1.205,4,2.6e-05,0.087,2.4342
0.416,0.508,1.694,16,0.00027,0.145,1.5545
0.357,0.656,1.648,8,0.000767,0.182,1.589
0.454,0.456,1.4,8,0.000341,0.192,1.9676
0.295,0.503,1.898,16,0.000936,0.063,1.4281
0.521,0.286,1.435,16,1.8e-05,0.123,3.2915
0.439,0.512,1.198,16,0.000826,0.121,1.644
0.449,0.363,1.977,16,5.6e-05,0.004,1.0035
0.368,0.614,1.441,64,0.000132,0.265,1.2564
0.543,0.335,1.208,32,0.000897,0.202,1.75
0.226,0.381,1.364,16,7.9e-05,0.199,2.5192
0.291,0.36,1.614,64,4.3e-05,0.173,4.0
0.489,0.587,1.512,4,0.000382,0.138,1.9475
0.346,0.672,1.635,8,0.000257,0.067,2.0242
0.545,0.296,1.662,4,1.1e-05,0.118,4.0
0.273,0.385,1.123,4,9.3e-05,0.053,1.8222
0.285,0.524,1.315,64,0.000702,0.245,1.6713
0.544,0.637,1.749,64,0.000124,0.063,2.2404
0.332,0.396,1.65,16,0.000169,0.083,1.03
0.358,0.165,1.088,16,9.5e-05,0.004,1.2398
0.266,0.321,1.315,64,0.000149,0.112,0.989
0.238,0.43,1.931,32,3.9e-05,0.213,4.0
0.428,0.351,1.862,16,2.5e-05,0.053,3.5938
0.16,0.212,1.671,4,6.1e-05,0.153,4.0
0.54,0.122,1.073,16,2.9e-05,0.282,2.0603
0.49,0.512,1.607,16,0.000663,0.132,1.3656
0.195,0.696,1.012,32,2e-05,0.238,4.0
0.447,0.652,1.661,64,3e-05,0.24,2.3954
0.401,0.51,1.731,32,0.000379,0.196,1.4113
0.192,0.605,1.497,16,1.6e-05,0.11,4.0
0.237,0.253,1.004,32,0.000392,0.228,1.7881
0.304,0.473,1.667,16,0.000143,0.282,0.8749
0.45,0.136,1.82,32,8.3e-05,0.082,0.9533
0.419,0.524,1.586,8,0.000551,0.15,1.7655
0.366,0.682,1.709,8,6.3e-05,0.18,1.2202
0.484,0.616,1.09,16,3.5e-05,0.178,1.6349
0.479,0.421,1.715,32,0.000122,0.125,1.3124
0.409,0.573,1.614,16,0.00013,0.163,1.214
0.493,0.666,1.331,32,1.8e-05,0.017,4.0
0.267,0.23,1.685,64,0.000372,0.019,1.6739
0.541,0.576,1.646,32,5.6e-05,0.28,0.9721
0.407,0.262,1.599,32,1.8e-05,0.165,4.0
0.511,0.626,1.183,16,1.6e-05,0.059,4.0
0.373,0.159,1.296,32,0.000135,0.079,1.0994
0.209,0.207,1.991,16,5.6e-05,0.211,4.0
0.371,0.532,1.433,16,4.3e-05,0.208,2.3106
0.286,0.205,1.059,4,8.3e-05,0.197,2.1278
0.449,0.195,1.899,16,0.000384,0.075,1.3829
0.338,0.433,1.173,32,2.2e-05,0.25,4.0
0.518,0.601,1.404,8,1.7e-05,0.019,4.0
0.439,0.261,1.278,64,0.000552,0.127,1.5919
0.442,0.605,1.964,32,0.00042,0.229,1.5894
0.209,0.585,1.378,32,2.1e-05,0.071,4.0
0.592,0.447,1.709,32,0.000131,0.072,1.8559
0.521,0.488,1.598,4,0.000122,0.0,2.3896
0.495,0.124,1.043,8,0.000353,0.148,2.0809
0.265,0.32,1.384,32,4.6e-05,0.276,4.0
0.368,0.258,1.39,16,1.3e-05,0.154,4.0
0.169,0.19,1.99,8,2.4e-05,0.28,4.0
0.369,0.334,1.812,8,2.7e-05,0.065,4.0
0.173,0.313,1.857,32,8.5e-05,0.118,3.0948
0.377,0.537,1.314,16,0.000102,0.297,1.2348
0.424,0.459,1.329,8,2.6e-05,0.24,3.8187
0.295,0.648,1.516,64,4.3e-05,0.173,4.0
0.349,0.187,1.631,16,0.00037,0.026,1.5616
0.538,0.136,1.728,8,1.2e-05,0.039,4.0
0.154,0.421,1.821,8,0.000307,0.132,0.6753
0.496,0.101,1.873,16,0.000903,0.244,1.5158
0.185,0.573,1.025,4,0.000333,0.222,2.0039
0.118,0.404,1.796,16,0.000731,0.256,1.0756
0.193,0.393,1.611,64,3.4e-05,0.122,4.0
0.483,0.317,1.532,4,0.000109,0.173,1.5843
0.303,0.325,1.628,32,6.7e-05,0.092,1.4647
0.536,0.359,1.882,4,3.5e-05,0.161,0.9833
0.362,0.11,1.545,64,1.2e-05,0.185,4.0
0.111,0.15,1.162,64,0.00033,0.155,0.7571
0.458,0.403,1.437,64,0.000281,0.059,2.1498
0.155,0.19,1.924,8,0.000135,0.102,1.2005
0.495,0.567,1.814,4,0.000887,0.189,1.3744
0.184,0.265,1.203,64,0.000542,0.172,1.4092
0.273,0.159,1.714,4,0.000133,0.135,0.8915
0.481,0.241,1.256,4,0.000694,0.019,1.688
0.577,0.314,1.349,32,0.000132,0.136,1.7182
0.286,0.121,1.469,32,0.000473,0.17,1.4865
0.515,0.185,1.441,32,0.000101,0.066,1.2816
0.195,0.294,1.029,8,0.00041,0.004,1.9362
0.504,0.286,1.774,8,7.8e-05,0.154,1.1118
0.429,0.58,1.846,32,0.000139,0.114,1.4214
0.196,0.606,1.531,64,2.5e-05,0.207,4.0
0.251,0.216,1.173,16,0.000172,0.038,1.1293
0.166,0.174,1.248,8,0.000394,0.163,1.251
0.291,0.48,1.126,16,0.000473,0.27,1.8742
0.202,0.583,1.17,8,0.000345,0.278,1.3218
0.422,0.678,1.876,4,1.1e-05,0.264,4.0
0.597,0.104,1.48,64,0.000733,0.241,2.4289
0.106,0.348,1.111,8,1.3e-05,0.281,4.0
0.37,0.54,1.255,4,0.000262,0.291,1.7928
0.387,0.597,1.95,64,0.000441,0.085,2.34
0.557,0.137,1.509,8,0.000342,0.146,1.8279
0.353,0.508,1.516,64,0.00035,0.213,1.8524
0.372,0.273,1.526,8,2.8e-05,0.152,4.0
0.336,0.145,1.112,32,1.5e-05,0.272,4.0
0.234,0.393,1.97,8,8.8e-05,0.292,1.6732
0.128,0.195,1.084,8,0.000183,0.149,1.4132
0.304,0.542,1.7,4,0.000445,0.099,1.8615
0.126,0.545,1.058,32,5.1e-05,0.122,4.0
0.375,0.605,1.444,16,0.000445,0.204,1.7943
0.254,0.327,1.9,64,0.000101,0.218,1.4121
0.367,0.108,1.768,16,0.000374,0.113,1.4093
0.167,0.256,1.335,16,2.8e-05,0.254,4.0
0.566,0.381,1.551,32,0.000339,0.038,1.5683
0.547,0.516,1.165,32,2.7e-05,0.007,2.0953
0.195,0.329,1.956,32,1.5e-05,0.294,4.0
0.272,0.422,1.709,4,0.000373,0.276,1.5947
0.407,0.415,1.374,4,0.000365,0.092,1.9538
0.148,0.199,1.318,64,1.7e-05,0.287,4.0
0.277,0.474,1.239,32,7.1e-05,0.094,2.1047
0.226,0.364,1.787,16,1.2e-05,0.142,4.0
0.558,0.585,1.435,64,0.000278,0.159,1.9385
0.526,0.514,1.33,4,0.000361,0.192,1.7529
0.39,0.167,1.905,8,0.00022,0.158,1.3274
0.36,0.393,1.15,8,0.000113,0.273,1.3707
0.565,0.521,1.264,64,1.9e-05,0.168,2.1388
0.566,0.152,1.345,4,0.000944,0.009,2.2702
0.585,0.575,1.26,64,3.3e-05,0.053,1.6133
0.163,0.233,1.585,4,0.000476,0.287,1.7227
0.18,0.402,1.601,32,1.4e-05,0.013,4.0
0.438,0.664,1.055,8,2.4e-05,0.227,4.0
0.371,0.443,1.145,16,0.000237,0.293,1.952
0.109,0.354,1.199,32,1.2e-05,0.009,4.0
0.131,0.104,1.07,16,1e-05,0.258,4.0
0.544,0.18,1.125,64,0.00017,0.211,1.912
0.534,0.447,1.24,8,0.000223,0.01,2.4033
0.279,0.396,1.346,16,0.000262,0.18,1.4532
0.546,0.318,1.791,64,0.000534,0.275,1.7236
0.397,0.654,1.218,4,4.3e-05,0.134,2.1561
0.503,0.299,1.67,32,1.5e-05,0.223,4.0
0.314,0.422,1.058,4,6.2e-05,0.098,2.5373
0.157,0.441,1.658,32,3.2e-05,0.118,4.0
0.317,0.416,1.795,8,0.000825,0.207,1.3629
0.329,0.387,1.605,16,2.5e-05,0.009,4.0
0.375,0.302,1.201,4,0.000251,0.22,1.9152
0.153,0.645,1.33,4,0.000699,0.079,1.9423
0.596,0.37,1.805,16,0.000218,0.255,1.6103
0.222,0.417,1.432,16,1.4e-05,0.168,4.0
0.199,0.494,1.255,64,0.000712,0.087,1.7145
0.363,0.141,1.933,32,2e-05,0.205,4.0
0.369,0.569,1.637,64,2.5e-05,0.274,4.0
0.32,0.408,1.806,4,0.000287,0.155,1.2993
0.486,0.494,1.025,16,9.7e-05,0.259,1.5991
0.358,0.563,1.339,8,0.00036,0.281,1.9339
0.405,0.624,1.459,4,2.1e-05,0.113,4.0
0.462,0.335,1.587,4,0.000517,0.249,1.8414
0.113,0.587,1.19,32,4.1e-05,0.233,4.0
0.385,0.255,1.498,64,0.00011,0.167,1.2638
0.542,0.496,1.686,32,1.7e-05,0.017,3.2707
0.109,0.162,1.346,4,5e-05,0.241,4.0
0.303,0.112,1.691,16,5.3e-05,0.016,2.4258
0.563,0.157,1.39,8,0.000858,0.29,2.4994
0.277,0.292,1.469,32,0.000459,0.137,1.2834
0.329,0.119,1.134,4,1.3e-05,0.008,4.0
0.591,0.478,1.651,64,3.7e-05,0.069,1.5116
0.2,0.29,1.224,32,2.6e-05,0.069,4.0
0.133,0.542,1.829,4,4.3e-05,0.259,4.0
0.53,0.128,1.553,64,1.1e-05,0.022,4.0
0.534,0.23,1.56,64,0.000367,0.052,1.8021
0.336,0.345,1.912,8,1.9e-05,0.11,4.0
0.357,0.33,1.167,16,2.5e-05,0.053,4.0
0.518,0.179,1.53,8,0.000205,0.058,2.0151
0.469,0.696,1.382,64,0.000182,0.064,2.3801
0.233,0.271,1.966,32,0.000449,0.043,1.5066
0.108,0.533,1.793,16,1.9e-05,0.186,4.0
0.34,0.232,1.758,64,2.8e-05,0.021,4.0
0.529,0.627,1.204,16,0.000566,0.107,1.9351
0.548,0.333,1.237,32,0.000215,0.202,1.8904
0.578,0.641,1.029,4,1.4e-05,0.093,4.0
0.54,0.305,1.639,4,1.5e-05,0.103,3.9599
0.39,0.105,1.371,64,0.000117,0.23,1.5536
0.322,0.41,1.312,64,0.000317,0.236,1.6994
0.487,0.415,1.637,8,0.000194,0.222,1.812
0.47,0.172,1.829,64,0.000227,0.1,1.8454
0.369,0.241,1.133,4,0.000139,0.159,1.5077
0.144,0.57,1.919,4,0.000579,0.262,1.037
0.563,0.122,1.034,8,0.000622,0.128,1.9324
0.328,0.394,1.095,32,0.000163,0.082,1.3724
0.282,0.418,1.838,16,0.00029,0.009,1.3229
0.415,0.513,1.493,4,8.4e-05,0.171,1.2079
0.437,0.122,1.939,16,3.5e-05,0.065,1.5591
0.205,0.451,1.462,64,0.000187,0.219,1.0097
0.518,0.102,1.926,64,0.000427,0.025,1.8116
0.245,0.259,1.24,32,3.4e-05,0.124,4.0
0.193,0.4,1.616,16,0.000179,0.1,0.7612
0.303,0.647,1.994,4,0.000176,0.084,1.1425
0.465,0.176,1.376,8,0.000688,0.297,2.1747
0.583,0.202,1.001,4,0.00033,0.03,2.9407
0.505,0.502,1.064,16,0.000419,0.001,2.3363
0.57,0.325,1.859,16,0.000139,0.004,1.8416
0.17,0.474,1.492,4,0.000285,0.031,1.3988
0.136,0.698,1.537,4,3.1e-05,0.255,4.0
0.379,0.692,1.799,32,0.000144,0.049,1.6307
0.245,0.312,1.812,64,0.000211,0.172,0.9834
0.514,0.402,1.477,32,0.000465,0.191,1.2873
0.436,0.643,1.858,4,2.1e-05,0.23,4.0
0.585,0.155,1.468,4,4.5e-05,0.039,1.423
0.227,0.371,1.675,8,0.000383,0.039,1.5327
0.343,0.327,1.033,64,7.4e-05,0.093,1.0095
0.351,0.277,1.138,8,9.3e-05,0.031,1.2334
0.22,0.697,1.851,64,0.000173,0.083,1.3282
0.395,0.54,1.313,64,0.000285,0.178,1.8182
0.322,0.333,1.335,16,3.8e-05,0.129,4.0
0.323,0.597,1.663,64,0.000534,0.089,2.0418
0.281,0.394,1.593,4,5.4e-05,0.101,3.2077
0.108,0.624,1.082,64,3.3e-05,0.07,4.0
0.361,0.26,1.766,32,0.000251,0.134,1.3314
0.268,0.234,1.617,16,5.2e-05,0.138,3.5168
0.101,0.248,1.855,8,0.000103,0.269,4.0
0.254,0.423,1.535,64,4.6e-05,0.2,4.0
0.239,0.275,1.414,8,0.000509,0.189,1.7447
0.297,0.188,1.371,4,0.0001,0.079,1.1841
0.166,0.697,1.004,8,1.4e-05,0.102,4.0
0.354,0.64,1.04,64,1.3e-05,0.262,4.0
0.446,0.481,1.131,8,5.4e-05,0.17,1.2821
0.415,0.635,1.93,4,6.5e-05,0.054,1.2758
0.502,0.661,1.881,64,1.2e-05,0.218,4.0
0.326,0.506,1.497,8,0.000507,0.019,2.3443
0.36,0.411,1.18,8,0.000103,0.268,1.2758
0.505,0.629,1.146,4,0.000125,0.164,1.9962
0.314,0.441,1.256,32,0.000201,0.294,1.374
0.451,0.176,1.909,32,2.7e-05,0.083,2.6281
0.317,0.32,1.521,16,0.000111,0.033,1.1615
0.309,0.368,1.804,4,2.8e-05,0.147,4.0
0.48,0.661,1.507,32,6.8e-05,0.164,0.9394
0.187,0.496,1.609,8,0.000179,0.226,0.9289
0.269,0.625,1.61,4,3e-05,0.18,4.0
0.212,0.555,1.031,8,0.000585,0.121,2.0629
0.28,0.286,1.445,8,3.9e-05,0.056,4.0
0.215,0.531,1.864,16,4.1e-05,0.266,4.0
0.39,0.217,1.489,16,0.000695,0.094,1.527
0.499,0.345,1.435,64,6e-05,0.064,1.3142
0.493,0.584,1.527,4,1.9e-05,0.079,4.0
0.282,0.467,1.381,32,7.2e-05,0.164,1.5949
0.594,0.595,1.515,16,4.8e-05,0.004,2.0566
0.397,0.253,1.135,4,9.8e-05,0.233,1.5594
0.3,0.55,1.968,16,0.000168,0.238,0.6754
0.518,0.221,1.034,32,4.6e-05,0.263,1.6294
0.465,0.427,1.483,16,0.000265,0.245,1.8676
0.475,0.36,1.21,64,4e-05,0.026,1.474
0.198,0.434,1.058,4,0.000476,0.159,2.1153
0.334,0.181,1.652,4,0.00084,0.05,1.5841
0.531,0.317,1.985,8,1.1e-05,0.031,4.0
0.352,0.5,1.75,64,1.7e-05,0.001,4.0
0.442,0.435,1.254,16,0.000105,0.009,1.8976
0.394,0.429,1.493,8,0.000176,0.106,1.6426
0.521,0.406,1.05,16,0.000662,0.005,1.9713
0.242,0.666,1.532,64,0.000182,0.129,1.159
0.388,0.661,1.099,8,0.000535,0.04,2.5061
0.162,0.316,1.795,32,0.000111,0.247,2.069
0.445,0.311,1.057,4,0.000239,0.115,2.4871
0.466,0.433,1.009,64,0.000703,0.192,1.2727
0.121,0.157,1.862,64,0.000226,0.142,0.9308
0.438,0.282,1.943,16,9.2e-05,0.137,0.8568
0.307,0.239,1.087,32,0.000153,0.142,1.1617
0.162,0.234,1.279,32,7.3e-05,0.084,4.0
0.31,0.483,1.742,64,2e-05,0.037,4.0
0.197,0.331,1.54,64,0.000347,0.265,1.4427
0.308,0.203,1.949,4,6.7e-05,0.226,1.5641
0.292,0.633,1.389,32,1.5e-05,0.075,4.0
0.469,0.624,1.003,64,0.000256,0.005,2.4753
0.487,0.617,1.02,4,0.000337,0.159,2.8289
0.404,0.334,1.565,16,1.6e-05,0.027,4.0
0.111,0.134,1.752,32,8.2e-05,0.213,4.0
0.566,0.164,1.791,8,9.2e-05,0.092,1.4999
0.443,0.266,1.912,8,2.9e-05,0.176,2.2599
0.117,0.232,1.229,64,0.000397,0.132,0.8428
0.509,0.624,1.738,64,0.000115,0.027,2.28
0.2,0.692,1.827,4,0.00014,0.293,0.8973
0.39,0.59,1.836,64,5.2e-05,0.0,2.2292
0.333,0.538,1.412,64,3.1e-05,0.28,4.0
0.31,0.453,1.626,4,0.000402,0.209,1.7088
0.545,0.562,1.552,8,0.000116,0.164,1.8885
0.319,0.668,1.597,4,3e-05,0.249,4.0
0.138,0.461,1.282,32,7.1e-05,0.009,4.0
0.573,0.193,1.683,32,0.000129,0.041,1.6407
0.56,0.198,1.71,64,0.000129,0.18,1.9617
0.442,0.45,1.196,64,0.00013,0.16,1.4073
0.334,0.3,1.444,8,2.2e-05,0.165,4.0
0.146,0.646,1.422,8,0.000129,0.256,1.9886
0.495,0.467,1.749,16,4.9e-05,0.2,0.8009
0.138,0.506,1.667,32,0.000136,0.106,1.6095
0.134,0.103,1.476,32,0.000215,0.182,0.7891
0.369,0.399,1.653,16,2.9e-05,0.209,4.0
0.18,0.359,1.263,16,1.7e-05,0.058,4.0
0.104,0.524,1.232,32,0.000162,0.008,2.2334
0.312,0.33,1.24,64,0.000243,0.151,1.3325
0.169,0.686,1.029,32,0.000539,0.203,1.5715
0.18,0.502,1.691,16,3.1e-05,0.261,4.0
0.138,0.496,1.986,8,1.8e-05,0.175,4.0
0.203,0.652,1.309,4,0.000885,0.176,1.8112
0.458,0.697,1.93,8,1.2e-05,0.152,4.0
0.504,0.219,1.607,8,6.8e-05,0.277,1.6176
0.326,0.586,1.225,16,9.7e-05,0.258,1.1736
0.353,0.197,1.012,32,0.000264,0.152,1.821
0.116,0.374,1.724,16,0.000419,0.203,0.6372
0.135,0.16,1.697,16,0.00013,0.196,1.8619
0.229,0.474,1.229,64,1.1e-05,0.074,4.0
0.372,0.381,1.333,64,0.000992,0.071,1.6081
0.47,0.477,1.898,4,0.00019,0.3,1.7167
0.403,0.507,1.157,64,0.00046,0.247,1.6496
0.296,0.472,1.835,4,6.7e-05,0.224,1.6504
0.159,0.276,1.169,8,1.3e-05,0.277,4.0
0.49,0.602,1.482,8,1.5e-05,0.219,4.0
0.282,0.431,1.499,16,0.000348,0.241,1.543
0.468,0.394,1.472,8,2.7e-05,0.086,2.5948
0.356,0.692,1.288,64,0.000516,0.152,1.8935
0.469,0.27,1.253,64,3.2e-05,0.128,1.8013
0.554,0.417,1.733,64,3.3e-05,0.098,1.25
0.561,0.509,1.276,32,1.6e-05,0.223,2.8229
0.368,0.175,1.61,64,1.9e-05,0.137,4.0
0.356,0.313,1.847,16,1.8e-05,0.275,4.0
0.233,0.581,1.837,16,1.2e-05,0.12,4.0
0.568,0.242,1.167,8,3e-05,0.132,1.3204
0.329,0.396,1.655,4,1.1e-05,0.267,4.0
0.164,0.478,1.602,32,0.000255,0.009,1.033
0.316,0.503,1.282,4,0.000171,0.155,1.2259
0.164,0.537,1.391,32,2.2e-05,0.075,4.0
0.351,0.62,1.285,16,0.00053,0.129,2.049
0.381,0.336,1.537,16,3.7e-05,0.201,2.7512
0.269,0.524,1.804,32,0.000118,0.186,0.8104
0.136,0.539,1.878,8,0.000419,0.102,0.9184
0.572,0.28,1.723,64,5.5e-05,0.096,1.3442
0.487,0.681,1.483,64,3.2e-05,0.11,2.0861
0.519,0.619,1.958,4,0.000526,0.222,1.1771
0.283,0.274,1.564,16,1.4e-05,0.134,4.0
0.48,0.505,1.479,64,0.0002,0.044,2.2983
0.343,0.531,1.857,16,0.000476,0.275,1.4338
0.201,0.359,1.185,16,0.000263,0.103,1.2216
0.162,0.618,1.158,16,5.6e-05,0.137,4.0
0.273,0.514,1.783,64,0.000797,0.152,1.6718
0.169,0.495,1.871,64,1.9e-05,0.215,4.0
0.599,0.233,1.073,64,0.000265,0.086,1.6049
0.125,0.345,1.764,32,0.000273,0.231,0.6568
0.321,0.36,1.424,64,0.000168,0.001,1.5829
0.326,0.54,1.704,16,9.4e-05,0.222,0.7697
0.25,0.471,1.135,16,0.000803,0.05,2.0735
0.386,0.152,1.973,4,8.6e-05,0.056,0.6729
0.175,0.285,1.881,8,4.6e-05,0.162,4.0
0.492,0.384,1.406,32,0.000107,0.092,1.4094
0.266,0.542,1.893,4,0.0004,0.042,1.6562
0.396,0.546,1.895,32,2.1e-05,0.054,4.0
0.458,0.394,1.461,32,5.5e-05,0.273,0.9904
0.545,0.17,1.947,16,0.000135,0.212,1.6189
0.518,0.276,1.977,16,0.000485,0.046,1.2956
0.404,0.253,1.217,16,6.3e-05,0.242,1.5279
0.294,0.569,1.067,16,0.000126,0.287,1.1666
0.352,0.208,1.331,4,1.8e-05,0.031,4.0
0.484,0.379,1.489,8,1.5e-05,0.213,4.0
0.539,0.502,1.093,8,2.7e-05,0.081,1.9595
0.152,0.679,1.141,4,0.000235,0.161,1.2328
0.292,0.7,1.972,8,2.7e-05,0.069,4.0
0.488,0.672,1.737,64,0.000568,0.043,2.1975
0.316,0.531,1.875,64,0.000627,0.165,1.8227
0.266,0.548,1.971,64,3.4e-05,0.249,4.0
0.306,0.556,1.378,16,1.6e-05,0.29,4.0
0.401,0.618,1.688,64,6.6e-05,0.243,1.1209
0.6,0.671,1.184,32,0.000387,0.078,1.9953
0.346,0.367,1.552,32,1.6e-05,0.191,4.0
0.204,0.35,1.21,4,1.6e-05,0.041,4.0
0.181,0.376,1.16,32,3.1e-05,0.124,4.0
0.121,0.496,1.098,4,0.000243,0.045,1.6201
0.379,0.565,1.58,8,5.6e-05,0.231,1.4114
0.372,0.622,1.95,32,0.000297,0.045,2.1371
0.203,0.374,1.122,32,6.5e-05,0.223,4.0
